BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,ONEOFF_RATIO,LIMIT_USAGE,PAYMENT_RATIO,MONTHLY_PURCHASE,MONTHLY_CASH_ADVANCE
-1.2129549766247614,-0.2494344808010427,-0.09802548998537387,-0.9981166918363543,0.42184427236901756,-0.9370978302544374,-0.8064903456392757,-0.6786608078479126,-0.7073131650492338,-0.6753488578824288,-0.8469819185938636,-0.5793298473143738,-1.457620098027502,-0.8304872833683701,-0.873326325318399,-0.5255509710834134,0.36067954425377496,-0.8908721920532354,-0.9802772260097874,-0.6113043587339265,-0.7354297883158738,-0.6719562251921082
0.9785780924982199,0.1343246710512249,-1.6989441603104474,-0.9981166918363543,-1.096471942667671,1.3460518659353682,-1.2217580572960505,-0.6786608078479126,-0.9169951914991049,0.5739627222804161,0.922680104840943,-1.4257656924438482,0.9422216889528147,1.1495124504887209,1.0909003669665371,0.23422689681747927,0.36067954425377496,-0.8908721920532354,0.19940858117549595,-0.05667625913314744,-0.8393285900870614,2.112830200788759
0.8525016244622763,0.5180838229034925,0.6320097037831227,1.1245954616325784,-1.096471942667671,-0.9370978302544374,1.2698432294420245,2.673451079746117,-0.9169951914991049,-0.6753488578824288,-0.8469819185938636,0.5504229042896952,1.0273345785916472,-0.09153423733721253,0.573544102670915,-0.5255509710834134,0.36067954425377496,1.4678841464297914,-0.15397836411085694,-0.7149830951951487,0.0027200112277083115,-0.6719562251921082
0.6486842067021152,-1.0169527845055775,0.8637909091422687,1.3236412860487081,-1.096471942667671,0.5975399076109742,-1.0141254472683066,-0.3993192679190393,-0.9169951914991049,-0.25891333024358737,-0.08482996938776483,-0.8917241332622607,1.0273345785916472,-4.327821720861451,-0.09852993371341319,-0.5255509710834134,0.36067954425377496,1.4693603686604875,-0.4667592700969533,-0.9450889204567505,0.7932112826069645,-0.4791673604122877
0.28915583547484236,0.5180838229034925,-0.7061154457715845,-0.09398486360554797,-1.096471942667671,-0.9370978302544374,-1.0141254472683066,-0.3993192679190393,-0.9169951914991049,-0.6753488578824288,-0.8469819185938636,-0.8917241332622607,-1.2328739487256863,-0.034612594972809496,-0.3331053883782043,-0.5255509710834134,0.36067954425377496,1.3320050773863656,0.8321439730265324,-0.3036949791771047,-0.8219032145279523,-0.6719562251921082
0.6903030323528199,0.5180838229034925,0.8227655052961984,-0.9981166918363543,1.2521951957011783,-0.9370978302544374,0.43931029772976177,-0.6786608078479126,0.5507840260387574,-0.6753488578824288,-0.8469819185938636,0.26710599781510075,-0.7329463366278883,0.44195013837305663,1.5444712229083695,-0.5255509710834134,0.36067954425377496,-0.8908721920532354,1.7497961387741465,-0.8099774325877763,0.6127279552534929,-0.6719562251921082
0.15535000300458673,0.5180838229034925,1.0719490541328252,1.3236412860487081,1.0756603714712012,-0.9370978302544374,1.2698432294420245,2.673451079746117,1.5991991906768774,-0.6753488578824288,-0.8469819185938636,1.453955911618961,1.7524831697781644,1.1614175913998535,-0.5367940055666923,2.8934528534744284,0.36067954425377496,1.2413550587344928,-0.964417348075966,2.23168905545097,2.270732019340732,-0.6719562251921082
0.6941462390112586,0.5180838229034925,0.4317766169081916,-0.9981166918363543,0.9243102280529268,-0.9370978302544374,1.2698432294420245,-0.6786608078479126,1.5991991906768774,-0.6753488578824288,-0.8469819185938636,0.5504229042896952,-0.4306588023734155,-0.03390521025985461,0.414717248851897,-0.5255509710834134,0.36067954425377496,-0.8908721920532354,1.1484297354900133,-0.6490126032865325,-0.36426928890685184,-0.6719562251921082
0.39822045184220956,0.5180838229034925,0.6698668381051484,1.0748812022858016,0.6660503085532277,-0.9370978302544374,-0.39122512558378775,-0.3993192679190393,-0.2879465959551093,-0.6753488578824288,-0.8469819185938636,-0.04528828813278624,0.9422216889528147,-0.025045728324264018,-0.09970385944594505,-0.5255509710834134,0.36067954425377496,0.9205247838788932,-0.6854510111325374,-0.43397482623434214,0.09890808431399024,-0.6719562251921082
-0.5577163210008556,-1.400711936357845,0.808922824232951,1.2857035970923922,-1.096471942667671,-0.9370978302544374,-0.8064903456392757,-0.11997437587827844,-0.9169951914991049,-0.6753488578824288,-0.8469819185938636,-0.35768257408067305,1.4998249306810676,0.32091471293900636,-1.1893876893055695,-0.5255509710834134,0.36067954425377496,1.4690934853176554,-1.0568020824566855,1.7271078087815503,0.5564439921975707,-0.6719562251921082
